ensemblID,Symbol,EntrezID,logFC
ENSMUSG00000027419,Pcsk2,18549,-0.878191013527962
ENSMUSG00000021373,Cap2,67252,-0.870634945618015
ENSMUSG00000029223,Uchl1,22223,-0.865381083543801
ENSMUSG00000035653,Lrfn5,238205,-0.844751076296576
ENSMUSG00000031391,L1cam,16728,-0.840844186451161
ENSMUSG00000031099,Smarca1,93761,-0.822927477751245
ENSMUSG00000061911,Myt1l,17933,-0.815883439309861
ENSMUSG00000021301,Hecw1,94253,-0.815775097544655
ENSMUSG00000042750,Bex2,12069,-0.807660298499988
ENSMUSG00000018965,Ywhah,22629,-0.789504112549022
ENSMUSG00000008658,Rbfox1,268859,-0.78862019085187
ENSMUSG00000094910,D430019H16Rik,268595,-0.786141813617528
ENSMUSG00000034958,Atcay,16467,-0.785763242265156
ENSMUSG00000022212,Cpne6,12891,-0.785271381368121
ENSMUSG00000019943,Atp2b1,67972,-0.77950121689578
ENSMUSG00000044060,NA,NA,-0.740757439738712
ENSMUSG00000049252,Lrp1b,94217,-0.727494431785204
ENSMUSG00000038065,Mturn,68235,-0.724238676457782
ENSMUSG00000052698,Tln2,70549,-0.722611871824896
ENSMUSG00000062296,Trank1,320429,-0.722425526423289
ENSMUSG00000024897,Apba1,319924,-0.71138052093496
ENSMUSG00000022883,Robo1,19876,-0.707174905701392
ENSMUSG00000058672,Tubb2a,22151,-0.701276497722927
ENSMUSG00000040785,Ttc3,22129,-0.689573952724702
ENSMUSG00000041852,Tcf20,21411,-0.675673870060241
ENSMUSG00000005034,Prkacb,18749,-0.675656020934364
ENSMUSG00000097451,Rian,NA,-0.673888266196551
ENSMUSG00000051855,Mest,17294,-0.672797426869731
ENSMUSG00000022391,Rangap1,19387,-0.672649582474119
ENSMUSG00000040037,Negr1,320840,-0.669123748670324
ENSMUSG00000062760,Shisal1,72301,-0.662801337392603
ENSMUSG00000021670,Hmgcr,15357,-0.662251944367868
ENSMUSG00000029211,Gabra4,14397,-0.659839496187924
ENSMUSG00000037386,Rims2,116838,-0.647409721642301
ENSMUSG00000049281,Scn3b,235281,-0.64551666313942
ENSMUSG00000056755,Grm7,108073,-0.635631904822408
ENSMUSG00000035566,Pcdh17,219228,-0.629355505297748
ENSMUSG00000049225,Pdp1,381511,-0.626198589369041
ENSMUSG00000030839,Sergef,27414,-0.615771604460158
ENSMUSG00000029053,Prkcz,18762,-0.613531345429098
ENSMUSG00000026585,Kifap3,16579,-0.610534456577246
ENSMUSG00000029516,Cit,12704,-0.603191610804151
ENSMUSG00000049583,Grm5,108071,-0.593216089969958
ENSMUSG00000033676,Gabrb3,14402,-0.592108836208282
ENSMUSG00000021448,Shc3,20418,-0.587695129304087
ENSMUSG00000093904,Tomm20,67952,-0.587187334130976
ENSMUSG00000022285,Ywhaz,22631,-0.576299174464361
ENSMUSG00000028524,Sgip1,73094,-0.575635011209388
ENSMUSG00000023236,Scg5,20394,-0.567401715075658
ENSMUSG00000028176,Lrrc7,242274,-0.556975529423512
ENSMUSG00000027546,Atp9a,11981,-0.552434633679658
ENSMUSG00000021259,Cyp46a1,13116,-0.537724616155823
ENSMUSG00000048895,Cdk5r1,12569,-0.525900490434874
ENSMUSG00000036667,Tcaf1,77574,-0.505491690531628
ENSMUSG00000034796,Cpne7,102278,-0.504557997870469
ENSMUSG00000018474,Chd3,216848,-0.503187100277635
ENSMUSG00000029405,G3bp2,23881,-0.453637730783091
ENSMUSG00000063524,Eno1,13806,-0.452119657910068
ENSMUSG00000025104,Hdgfl3,29877,-0.41074437142805
